experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,low_ppm_n,low_ppm_accuracy,concentration_mae,concentration_r2
rolling,dnn_sensor_weighted,"1,2,3,4,5,6,7,8,9",10,10310,3600,0.6833333333333333,0.6863907116544992,0.86,0.3883333333333333,0.7633333333333333,0.8366666666666667,0.43666666666666665,0.815,1100,0.6363636363636364,121.48195937499999,0.3657312935381547
