,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,339,75,182,4,0,0
Ethylene,0,432,168,0,0,0
Ammonia,14,95,481,0,10,0
Acetaldehyde,1,160,274,165,0,0
Acetone,0,457,143,0,0,0
Toluene,0,530,70,0,0,0
