,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,0,0,100,0,0,0
Ethylene,0,25,50,0,0,0
Ammonia,0,1,77,0,0,0
Acetaldehyde,0,0,55,0,0,0
Acetone,0,61,0,0,0,0
Toluene,0,101,0,0,0,0
