gas,historical_residual_correction_ppm
Ethanol,32.503645670780024
Ethylene,-4.5308879397837405
Ammonia,-0.9367717523314388
Acetaldehyde,-68.22451071767904
Acetone,-185.64288788634363
Toluene,17.993860107344837
