gas,historical_residual_correction_ppm
Ethanol,36.262045406038595
Ethylene,-4.030261291032598
Ammonia,0.1295189211250657
Acetaldehyde,-72.20369578498685
Acetone,-193.27220807965227
Toluene,17.993860107344837
