experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,concentration_mae,concentration_r2
rolling,dnn_sensor_history_baseline,"1,2,3,4,5,6,7,8",9,9840,470,0.7680851063829788,0.7451641356956603,1.0,0.9733333333333334,0.9230769230769231,1.0,1.0,0.0,26.21685904255319,0.4949744134378288
