,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,29,1,10,0,0,0
Ethylene,0,27,0,4,2,0
Ammonia,0,8,134,0,1,0
Acetaldehyde,0,0,0,30,0,0
Acetone,0,0,0,0,30,0
Toluene,0,15,0,0,3,0
