experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,low_ppm_n,low_ppm_accuracy,concentration_mae,concentration_r2
rolling,dnn_sensor_history_robust,"1,2,3,4,5,6",7,5933,3613,0.7334624965402713,0.6826543739965989,0.8916666666666667,0.5981182795698925,0.9095238095238095,1.0,1.0,0.0,886,0.43905191873589167,36.987922778854134,0.5868605990115145
rolling,dnn_sensor_history_robust,"1,2,3,4,5,6,7",8,9546,294,0.9081632653061225,0.8778496680438824,0.675,0.9090909090909091,0.9790209790209791,0.9333333333333333,1.0,0.6666666666666666,134,0.9402985074626866,30.199834183673474,0.419678703711972
