,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,45,0,0,1,18,0
Ethylene,5,38,0,0,0,0
Ammonia,0,0,12,0,0,0
Acetaldehyde,5,2,0,18,5,0
Acetone,0,0,0,0,12,0
Toluene,0,0,0,0,0,0
