,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,61,0,0,0,0,0
Ethylene,0,55,0,0,0,0
Ammonia,0,0,100,0,0,0
Acetaldehyde,0,0,0,74,1,0
Acetone,0,1,4,0,73,0
Toluene,1,0,0,99,0,1
