,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,45,0,0,0,19,0
Ethylene,5,38,0,0,0,0
Ammonia,0,0,12,0,0,0
Acetaldehyde,0,0,0,20,5,5
Acetone,0,0,0,0,12,0
Toluene,0,0,0,0,0,0
