,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,30,0,0,0,0,0
Ethylene,0,25,0,0,5,0
Ammonia,0,0,27,0,13,0
Acetaldehyde,0,0,0,31,0,2
Acetone,0,1,0,0,142,0
Toluene,0,0,0,1,0,17
