,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,54,0,0,7,0,0
Ethylene,0,55,0,0,0,0
Ammonia,0,0,100,0,0,0
Acetaldehyde,0,0,0,74,0,1
Acetone,0,0,5,1,71,1
Toluene,0,0,0,100,0,1
