experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,low_ppm_n,low_ppm_accuracy,concentration_mae,concentration_r2
rolling,dnn_sensor_weighted,"1,2,3,4,5,6,7,8",9,9840,470,0.7659574468085106,0.7513045875660613,1.0,0.96,0.9102564102564102,1.0,1.0,0.009900990099009901,217,0.5391705069124424,26.21685904255319,0.4949744134378288
