experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,low_ppm_n,low_ppm_accuracy,concentration_mae,concentration_r2
rolling,dnn_sensor_weighted,"1,2,3,4,5,6",7,5933,3613,0.7852200387489621,0.7788693860485562,0.925,0.364247311827957,0.9984126984126984,0.9984894259818731,1.0,0.5176056338028169,886,0.5880361173814899,36.987922778854134,0.5868605990115145
rolling,dnn_sensor_weighted,"1,2,3,4,5,6,7",8,9546,294,0.9319727891156463,0.9237014672894781,0.675,1.0,0.986013986013986,0.9,1.0,0.8888888888888888,134,0.9626865671641791,30.199834183673474,0.419678703711972
