experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,concentration_mae,concentration_r2
rolling,dnn_sensor_time,"1,2,3,4,5,6",7,5933,3613,0.7578189869914199,0.7512638427867127,0.8916666666666667,0.26881720430107525,0.9984126984126984,0.9984894259818731,1.0,0.4894366197183099,36.987922778854134,0.5868605990115145
rolling,dnn_sensor_time,"1,2,3,4,5,6,7",8,9546,294,0.9081632653061225,0.8580256820991968,0.675,1.0,0.9790209790209791,0.9666666666666667,1.0,0.4444444444444444,30.199834183673474,0.419678703711972
