,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,265,0,2,93,0,0
Ethylene,117,116,197,137,94,83
Ammonia,0,0,622,1,0,7
Acetaldehyde,0,0,0,661,1,0
Acetone,0,0,0,0,649,0
Toluene,0,10,115,35,6,402
