experiment,model,train_batches,test_batch,n_train,n_test,accuracy,macro_f1,recall_Ethanol,recall_Ethylene,recall_Ammonia,recall_Acetaldehyde,recall_Acetone,recall_Toluene,concentration_mae,concentration_r2
rolling,dnn_sensor,"1,2,3,4,5,6",7,5933,3613,0.7616938831995571,0.7385932834824053,0.9527777777777777,0.34946236559139787,0.9984126984126984,0.9984894259818731,1.0,0.36971830985915494,36.987922778854134,0.5868605990115145
rolling,dnn_sensor,"1,2,3,4,5,6,7",8,9546,294,0.9217687074829932,0.9015360793951898,0.675,0.9696969696969697,0.986013986013986,0.9,1.0,0.7777777777777778,30.199834183673474,0.419678703711972
