,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,37,3,0,0,0,0
Ethylene,30,3,0,0,0,0
Ammonia,48,10,6,1,78,0
Acetaldehyde,18,0,0,12,0,0
Acetone,30,0,0,0,0,0
Toluene,4,0,0,0,14,0
