,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,10,0,0,2,0,0
Ethylene,0,8,1,0,21,0
Ammonia,0,0,12,0,0,0
Acetaldehyde,0,0,0,43,0,0
Acetone,0,1,0,4,59,0
Toluene,0,0,0,0,0,0
