,Ethanol,Ethylene,Ammonia,Acetaldehyde,Acetone,Toluene
Ethanol,99,4,7,0,0,0
Ethylene,0,27,0,0,2,0
Ammonia,0,34,539,0,33,0
Acetaldehyde,17,0,0,478,79,0
Acetone,0,8,6,0,500,0
Toluene,0,408,0,0,59,0
